0 -0.000000
1 0.028125
2 1.903862
3 2.093173
4 0.000000
5 0.846074
6 0.655559
7 -0.000000
8 0.793688
9 0.797764
10 2.577636
11 0.827867
12 1.328996
13 2.123245
14 0.000000
15 0.093400
16 0.924662
17 0.679296
18 0.231572
19 0.508610
20 0.890039
21 0.918391
22 0.011784
23 0.000000
24 0.940144
25 1.250327
26 0.466636
27 0.315645
28 0.780996
29 0.783216
30 0.719353
31 -0.000000
32 -0.000000
33 0.914860
34 0.510503
35 3.231603
36 1.775124
37 2.012708
38 -0.000000
39 2.074408
40 1.662540
41 -0.000000
42 1.859824
43 1.891277
44 -0.000000
45 3.748368
46 2.815226
47 2.423665
48 2.354607
49 0.000000
50 5.258975
51 -0.000000
52 4.452826
53 2.234392
54 2.098625
55 0.387258
56 0.348471
57 0.000000
58 0.000000
59 -0.000000
60 0.056965
61 1.909181
62 0.941548
63 1.142337
64 0.435283
65 0.815705
66 2.489265
67 1.624293
68 1.517055
69 -0.000000
70 2.362072
71 2.086309
72 1.762493
